FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,RightToReply,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,EstablishmentDetail_Id,SchemeType,EstablishmentCollection_Id,Hygiene,Structural,ConfidenceInManagement,EstablishmentDetail_Id,Longitude,Latitude,EstablishmentDetail_Id
294895,PI/000019009,"Baxter Storey,Blackrock,Ground Floor",Restaurant/Cafe/Canteen,1,12 Throgmorton Avenue,London,,,EC2N 2DL,5,fhrs_5_en-GB,10/18/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,157,FHRS,0,0,5,0,157,-0.086556,51.516258,157
294667,PI/000016543,"Baxter Storey,Deutsche Bank",Restaurant/Cafe/Canteen,1,23 Great Winchester Street,London,,,EC2P 2AX,2,fhrs_2_en-GB,1/13/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,158,FHRS,0,15,15,10,158,-0.1121,51.524513,158
466626,PI/000022748,"Baxter Storey,Hospitality, Blackrock",Restaurant/Cafe/Canteen,1,12 Throgmorton Avenue,London,,,EC2N 2DL,5,fhrs_5_en-GB,5/13/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,159,FHRS,0,0,5,0,159,-0.086556,51.516258,159
295135,PI/000021202,Baxterstorey,Restaurant/Cafe/Canteen,1,Cannon Bridge House,1 Cousin Lane,London,,EC4R 3XX,5,fhrs_5_en-GB,11/2/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,160,FHRS,0,5,0,0,160,-0.09051,51.51098,160
409478,PI/000021713,"BaxterStorey (Benugo), RBS",Restaurant/Cafe/Canteen,1,Premier Place 2 And A Half,Devonshire Square,London,,EC2M 4BA,4,fhrs_4_en-GB,6/27/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,161,FHRS,0,5,10,5,161,-0.079434,51.516294,161
430545,PI/000021740,BaxterStorey Ltd,Restaurant/Cafe/Canteen,1,Bank,1 Prince's Street,London,,EC2R 8BP,5,fhrs_5_en-GB,2/4/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,162,FHRS,0,0,0,0,162,-0.089433,51.513643,162
401733,PI/000021711,"BaxterStorey Ltd, RBS",Restaurant/Cafe/Canteen,1,135 Bishopsgate,London,,,EC2M 3TP,5,fhrs_5_en-GB,6/13/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,163,FHRS,0,0,0,0,163,-0.080446,51.518622,163
452001,PI/000022455,"BaxterStorey, ACE",Restaurant/Cafe/Canteen,1,Ace Building,100 Leadenhall Street,London,,EC3A 3BP,5,fhrs_5_en-GB,9/25/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,164,FHRS,0,0,5,0,164,-0.079546,51.513634,164
426845,PI/000021712,"BaxterStorey, Child & Co.",Restaurant/Cafe/Canteen,1,1 Fleet Street,London,,,EC4Y 1BD,5,fhrs_5_en-GB,1/20/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,165,FHRS,0,0,5,0,165,-0.111791,51.513519,165
409479,PI/000021714,"BaxterStorey, Coutts",Restaurant/Cafe/Canteen,1,30 St Mary Axe,London,,,EC3A 8BF,4,fhrs_4_en-GB,6/27/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,166,FHRS,0,5,0,10,166,-0.080361,51.514484,166
294743,PI/000017289,"Baxterstorey, Lloyd's Register",Restaurant/Cafe/Canteen,1,71 Fenchurch Street,London,,,EC3M 4BR,5,fhrs_5_en-GB,1/22/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,167,FHRS,0,0,5,0,167,-0.078743,51.512515,167
591028,PI/000023762,"Baxterstorey, Nationwide",Restaurant/Cafe/Canteen,1,1 Threadneedle Street,London,,,EC2R 8AY,5,fhrs_5_en-GB,9/23/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,168,FHRS,0,5,0,5,168,-0.084797,51.514215,168
430552,PI/000021847,"BaxterStorey, Pictet",Restaurant/Cafe/Canteen,1,Moor House,120 London Wall,London,,EC2Y 5ET,5,fhrs_5_en-GB,7/18/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,169,FHRS,0,0,5,0,169,-0.089685,51.517954,169
409477,PI/000021628,"BaxterStorey, Price Forbes",Restaurant/Cafe/Canteen,1,2 Minster Court,London,,,EC3R 7BB,4,fhrs_4_en-GB,11/26/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,170,FHRS,0,10,5,5,170,-0.080611,51.510936,170
616796,PI/000023398,Be At One,Pub/bar/nightclub,7843,100 Fenchurch Street,London,,,EC3M 5JD,5,fhrs_5_en-GB,11/26/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,171,FHRS,0,0,0,0,171,-0.078669,51.512891,171
295104,PI/000020744,Be At One,Pub/bar/nightclub,7843,28 King William Street,London,,,EC4R 9AT,5,fhrs_5_en-GB,11/4/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,172,FHRS,0,5,5,0,172,-0.087122,51.510646,172
294721,PI/000017179,Be At One,Restaurant/Cafe/Canteen,1,"Basement And Ground Floor Retail Unit, Edward House",16-18 Brushfield Street,London,,E1 6AN,5,fhrs_5_en-GB,4/16/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,173,FHRS,0,0,0,0,173,-0.078548,51.51886,173
480032,PI/000022729,Be At One,Pub/bar/nightclub,7843,Retail Unit,48 Gresham Street,London,,EC2V 7AY,5,fhrs_5_en-GB,2/7/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,174,FHRS,0,0,5,0,174,-0.091729,51.514912,174
294959,PI/000019508,Bea's of Bloomsbury,Takeaway/sandwich shop,7844,83 Watling Street,London,,,EC4M 9BX,1,fhrs_1_en-GB,5/15/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,175,FHRS,0,15,15,20,175,-0.09523,51.513548,175
295181,PI/000100885,Bedales Wine Bar,Pub/bar/nightclub,7843,Retail Unit,55 Leadenhall Market,London,,EC3V 1LT,4,fhrs_4_en-GB,11/21/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,176,FHRS,0,5,5,10,176,-0.083804,51.512454,176
293783,PI/000002614,Benfleet Motor Yacht Club,Other catering premises,7841,Ferry Road,"South Benfleet, Essex,",,,SS7 1NF,5,fhrs_5_en-GB,2/4/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,177,FHRS,0,0,0,5,177,0.561954,51.543831,177
293718,PI/000002265,Bengal Tiger,Restaurant/Cafe/Canteen,1,Retail Unit,66 Carter Lane,London,,EC4V 5EA,3,fhrs_3_en-GB,5/30/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,178,FHRS,0,10,10,10,178,-0.10161,51.513319,178
294946,PI/000019433,Benihana,Restaurant/Cafe/Canteen,1,Grange Hotel Carter Lane,35-45 Carter Lane,London,,EC4M 5AE,5,fhrs_5_en-GB,2/14/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,179,FHRS,0,5,0,5,179,-0.098863,51.514445,179
629363,PI/000025427,Benjamin's,Takeaway/sandwich shop,7844,61 Cannon Street,London,,,EC4N 5AA,AwaitingInspection,fhrs_awaitinginspection_en-GB,,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,180,FHRS,0,,,,180,-0.093003,51.512361,180
632130,PI/000025500,Bennett Hay@WorldPay,Restaurant/Cafe/Canteen,1,The Walbrook Building,25 Walbrook,London,,EC4N 8AF,AwaitingInspection,fhrs_awaitinginspection_en-GB,,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,181,FHRS,0,,,,181,-0.090164,51.512,181
293958,PI/000006678,Benugo,Restaurant/Cafe/Canteen,1,1 Great Winchester Street,London,,,EC2N 2DB,5,fhrs_5_en-GB,3/9/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,182,FHRS,0,0,5,0,182,-0.08504,51.516323,182
521232,PI/000023384,Benugo Limited,Takeaway/sandwich shop,7844,60B Cannon Street,London,,,EC4N 6LY,2,fhrs_2_en-GB,3/27/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,183,FHRS,0,10,15,5,183,-0.092388,51.511892,183
635422,PI/000024072,Benugo Limited,Restaurant/Cafe/Canteen,1,6-8 Bishopsgate,London,,,EC2N 4DA,5,fhrs_5_en-GB,2/4/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,184,FHRS,0,5,0,0,184,-0.083377,51.514038,184
294899,PI/000019053,Benugo Ltd,Restaurant/Cafe/Canteen,1,1 Angel Lane,London,,,EC4R 3AB,4,fhrs_4_en-GB,10/21/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,185,FHRS,0,5,10,0,185,-0.0898,51.509692,185
294555,PI/000015620,"Benugo Ltd, Bishopsgate Kitchen",Restaurant/Cafe/Canteen,1,Bishopsgate Institute,230 Bishopsgate,London,,EC2M 4QH,4,fhrs_4_en-GB,3/12/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,186,FHRS,0,10,5,5,186,-0.078598,51.518699,186
295072,PI/000020459,"Benugo Ltd, British Banks Associates",Restaurant/Cafe/Canteen,1,105-108 Old Broad Street,London,,,EC2N 1EX,5,fhrs_5_en-GB,9/14/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,187,FHRS,0,5,0,0,187,-0.084456,51.515801,187
294610,PI/000016224,"Benugo Ltd, Deutsche Bank",Restaurant/Cafe/Canteen,1,175 Bishopsgate,London,,,EC2M 3AG,5,fhrs_5_en-GB,6/25/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,188,FHRS,0,5,0,0,188,-0.083368,51.51865,188
294862,PI/000018877,"Benugo Ltd, Herbert Smith",Restaurant/Cafe/Canteen,1,Exchange House,12 Primrose Street,London,,EC2A 2EG,5,fhrs_5_en-GB,1/9/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,189,FHRS,0,5,5,0,189,-0.08072,51.520335,189
294583,PI/000016035,"Benugo, Deloitte",Restaurant/Cafe/Canteen,1,2 New Street Square,London,,,EC4A 3BF,5,fhrs_5_en-GB,9/25/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,190,FHRS,0,5,5,5,190,-0.108547,51.515976,190
294497,PI/000014980,"Benugo, Deloittes",Restaurant/Cafe/Canteen,1,Hill House,1 Little New Street,London,,EC4A 3TR,5,fhrs_5_en-GB,2/2/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,191,FHRS,0,0,0,0,191,-0.106683,51.515415,191
294539,PI/000015360,"Benugo, Deloittes",Restaurant/Cafe/Canteen,1,Stonecutter Court,1 Stonecutter Street,London,,EC4A 4TR,5,fhrs_5_en-GB,9/25/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,192,FHRS,0,0,0,0,192,-0.10547,51.515468,192
294435,PI/000014139,"Benugo, Deloittes, Athene Place",Restaurant/Cafe/Canteen,1,66 Shoe Lane,London,,,EC4A 3BQ,2,fhrs_2_en-GB,4/22/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,193,FHRS,0,,,,193,-0.106693,51.516198,193
294869,PI/000018901,"Benugo, London Wall Bar & Kitchen",Restaurant/Cafe/Canteen,1,150 Salisbury House,London Wall,London,,EC2M 5QD,5,fhrs_5_en-GB,9/6/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,194,FHRS,0,0,5,5,194,-0.08781,51.517627,194
294649,PI/000016472,"Benugo, Main Foyer",Restaurant/Cafe/Canteen,1,Museum Cafe,Museum Of London,London Wall,London,EC2Y 5HN,5,fhrs_5_en-GB,12/11/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,195,FHRS,0,0,5,5,195,-0.096044,51.517887,195
401737,PI/000021826,"Benugo, RBS",Restaurant/Cafe/Canteen,1,135 Bishopsgate,London,,,EC2M 3TP,4,fhrs_4_en-GB,1/22/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,196,FHRS,0,10,0,0,196,-0.080446,51.518622,196
632131,PI/000025501,Bep Haus,Takeaway/sandwich shop,7844,Retail Unit,40 Bow Lane,London,,EC4M 9DT,0,fhrs_0_en-GB,2/4/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,197,FHRS,0,20,20,20,197,-0.093503,51.513151,197
294271,PI/000012308,Beppes Cafe,Restaurant/Cafe/Canteen,1,23 West Smithfield,London,,,EC1A 9HY,3,fhrs_3_en-GB,9/2/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,198,FHRS,0,5,10,10,198,-0.101784,51.5178,198
543149,PI/000023580,Berger Restaurant Limited,Other catering premises,7841,Innholders Hall,30 College Street,London,,EC4R 2RH,5,fhrs_5_en-GB,3/28/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,199,FHRS,0,0,0,5,199,-0.09168,51.51091,199
294053,PI/000008195,Berwin Leighton Paisner,Restaurant/Cafe/Canteen,1,Adelaide House,London Bridge,London,,EC4R 9HA,5,fhrs_5_en-GB,6/25/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,200,FHRS,0,0,5,0,200,-0.088160001,51.48957825,200
295140,PI/000021302,Bevis Marks The Restaurant,Restaurant/Cafe/Canteen,1,3 Middlesex Street,London,,,E1 7AA,3,fhrs_3_en-GB,10/2/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,201,FHRS,0,10,10,10,201,-0.075911,51.515076,201
560516,PI/000023064,Bird of Smithfield,Restaurant/Cafe/Canteen,1,26 Smithfield Street,London,,,EC1A 9LB,4,fhrs_4_en-GB,5/24/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,202,FHRS,0,10,5,5,202,-0.102554,51.518352,202
543147,PI/000023504,Birley Sandwiches,Takeaway/sandwich shop,7844,89-90 Old Broad Street,London,,,EC2M 1JB,5,fhrs_5_en-GB,4/29/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,203,FHRS,0,5,5,0,203,-0.083866,51.517167,203
295167,PI/000100519,"Birley Sandwiches, Unit A",Takeaway/sandwich shop,7844,17 Cullum Street,London,,,EC3M 7JJ,5,fhrs_5_en-GB,9/3/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,204,FHRS,0,5,0,5,204,-0.082593,51.512119,204
433637,PI/000113785,Birleys,Takeaway/sandwich shop,7844,6. New Street Square,London,,,EC4A 3BF,4,fhrs_4_en-GB,11/21/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,205,FHRS,0,10,0,5,205,-0.108547,51.515976,205
294833,PI/000018641,Birleys Sandwiches Ltd,Takeaway/sandwich shop,7844,26 Copthall Avenue,London,,,EC2R 7DN,5,fhrs_5_en-GB,3/25/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,206,FHRS,0,5,5,5,206,-0.087105,51.516572,206
294322,PI/000013244,"Birley's, Warwick Court",Takeaway/sandwich shop,7844,2 Paternoster Square,London,,,EC4M 7DX,4,fhrs_4_en-GB,12/10/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,207,FHRS,0,5,10,5,207,-0.098635,51.514512,207
294277,PI/000012350,Bishops Finger,Pub/bar/nightclub,7843,The Bishops Finger Public House,9-10 West Smithfield,London,,EC1A 9JR,2,fhrs_2_en-GB,4/25/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,208,FHRS,0,10,15,10,208,-0.101943,51.518495,208
294473,PI/000014626,"BITE Catering, AXA Inves Managers",Restaurant/Cafe/Canteen,1,7 Newgate Street,London,,,EC1A 7NX,5,fhrs_5_en-GB,1/21/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,209,FHRS,0,5,5,5,209,-0.101017,51.515791,209
612694,PI/000024994,Bites of Italy,Takeaway/sandwich shop,7844,67 Chancery Lane,London,,,WC2A 1AF,3,fhrs_3_en-GB,11/5/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,210,FHRS,0,10,10,10,210,-0.113483,51.517917,210
294285,PI/000012452,Bivio,Takeaway/sandwich shop,7844,17 Widegate Street,London,,,E1 7HP,2,fhrs_2_en-GB,2/19/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,211,FHRS,0,10,15,10,211,-0.078216,51.518181,211
295227,PI/000101975,BK News,Retailers - other,4613,Retail Unit,42-44 Bishopsgate,London,,EC2N 4AH,5,fhrs_5_en-GB,12/6/2010,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,212,FHRS,0,5,5,5,212,-0.082705,51.514936,212
294926,PI/000019244,Blacks,Retailers - other,4613,10-12 Holborn,London,,,EC1N 2LL,Exempt,fhrs_exempt_en-GB,1/13/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,213,FHRS,0,,,,213,-0.110816,51.517928,213
294925,PI/000019243,Blacks,Retailers - other,4613,104 St Paul's Churchyard,London,,,EC4M 8BU,Exempt,fhrs_exempt_en-GB,10/29/2010,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,214,FHRS,0,,,,214,-0.100191,51.514168,214
295070,PI/000020437,Bloomberg,Restaurant/Cafe/Canteen,1,Park House,16 Finsbury Circus,London,,EC2M 7EB,5,fhrs_5_en-GB,9/7/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,215,FHRS,0,0,0,0,215,-0.086257,51.518573,215
294339,PI/000013403,"Blossom, Unit 6",Restaurant/Cafe/Canteen,1,City Point,1 Ropemaker Street,London,,EC2Y 9AW,1,fhrs_1_en-GB,8/6/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,216,FHRS,0,15,15,20,216,-0.089608,51.519437,216
294183,PI/000010570,Blue Apple Catering,Restaurant/Cafe/Canteen,1,Senator House,85 Queen Victoria Street,London,,EC4V 4AB,2,fhrs_2_en-GB,11/8/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,217,FHRS,0,5,15,10,217,-0.095848,51.511517,217
294270,PI/000012306,Blues Cafe,Restaurant/Cafe/Canteen,1,21 West Smithfield,London,,,EC1A 9HY,2,fhrs_2_en-GB,8/28/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,218,FHRS,0,5,15,10,218,-0.101784,51.5178,218
294783,PI/000017655,"Blues Catering, Numis Securities",Restaurant/Cafe/Canteen,1,5th Floor,10 Paternoster Square,London,,EC4M 7LT,5,fhrs_5_en-GB,8/23/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,219,FHRS,0,0,0,5,219,-0.098831,51.514982,219
618923,PI/000025136,Bob's & Co,Restaurant/Cafe/Canteen,1,Rising Sun Public House,61 Carter Lane,London,,EC4V 5DY,0,fhrs_0_en-GB,1/15/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,220,FHRS,0,15,15,30,220,-0.101432,51.513091,220
294549,PI/000015535,Bodean's BBQ,Restaurant/Cafe/Canteen,1,Restaurant,16 Byward Street,London,,EC3R 5BA,3,fhrs_3_en-GB,3/25/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,221,FHRS,0,5,10,10,221,-0.078944,51.509802,221
295186,PI/000101008,Body Shop,Retailers - other,4613,Retail Unit 5-6 South Side,Octagon Arcade,Broadgate,London,EC2M 2AB,Exempt,fhrs_exempt_en-GB,7/19/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,222,FHRS,0,,,,222,-0.083191,51.518136,222
293665,PI/000001135,Boisdale of Bishopsgate,Restaurant/Cafe/Canteen,1,Restaurant,202 Bishopsgate,London,,EC2M 4NR,5,fhrs_5_en-GB,3/26/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,223,FHRS,0,5,5,5,223,-0.079643,51.517835,223
295121,PI/000020981,Bolton's Restaurant,Restaurant/Cafe/Canteen,1,13 Cullum Street,London,,,EC3M 7JJ,4,fhrs_4_en-GB,6/24/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,224,FHRS,0,10,5,5,224,-0.082593,51.512119,224
294232,PI/000011713,Bonds,Restaurant/Cafe/Canteen,1,5 Threadneedle Street,London,,,EC2R 8AY,3,fhrs_3_en-GB,3/19/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,225,FHRS,0,10,10,10,225,-0.084797,51.514215,225
294826,PI/000018563,Boots,Retailers - other,4613,107 Cheapside,London,,,EC2V 6DN,5,fhrs_5_en-GB,5/28/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,226,FHRS,0,0,0,0,226,-0.093599,51.514295,226
293909,PI/000005927,Boots,Takeaway/sandwich shop,7844,120 Fleet Street,London,,,EC4A 2BE,5,fhrs_5_en-GB,11/21/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,227,FHRS,0,0,5,0,227,-0.105537,51.514533,227
293868,PI/000005415,Boots,Retailers - other,4613,138-140 Fenchurch Street,London,,,EC3M 6BL,Exempt,fhrs_exempt_en-GB,12/5/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,228,FHRS,0,,,,228,-0.082549,51.511786,228
294300,PI/000012853,Boots,Takeaway/sandwich shop,7844,2 Paternoster Square,London,,,EC4M 7DX,5,fhrs_5_en-GB,9/25/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,229,FHRS,0,0,0,0,229,-0.098635,51.514512,229
295074,PI/000020482,Boots,Retailers - other,4613,200 Bishopsgate,London,,,EC2M 4NR,5,fhrs_5_en-GB,9/23/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,230,FHRS,0,0,0,0,230,-0.079643,51.517835,230
444442,PI/000022054,Boots,Retailers - other,4613,21 New Change Passage,London,,,EC4M 9AG,5,fhrs_5_en-GB,9/7/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,231,FHRS,0,0,0,0,231,-0.095991,51.513632,231
294002,PI/000007340,Boots,Retailers - other,4613,52 King William Street,London,,,EC4R 9AD,5,fhrs_5_en-GB,3/16/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,232,FHRS,0,0,0,0,232,-0.0862,51.51064,232
293991,PI/000007150,Boots,Retailers - other,4613,59-60 Houndsditch,London,,,EC3A 7BE,5,fhrs_5_en-GB,1/5/2011,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,233,FHRS,0,0,0,0,233,-0.08024,51.515984,233
293616,PI/000000180,Boots,Retailers - other,4613,88 Aldgate High Street,London,,,EC3N 1LH,5,fhrs_5_en-GB,4/18/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,234,FHRS,0,0,0,0,234,-0.076529,51.513414,234
293947,PI/000006538,Boots,Retailers - other,4613,Retail Unit,60 Gracechurch Street,London,,EC3V 0HR,5,fhrs_5_en-GB,12/5/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,235,FHRS,0,0,0,0,235,-0.085057,51.511449,235
